Family , Metal Loading [wt.%],CR Metal [pm], Support 1,MW Support 1 [g mol-1],Name of Support2,MW of Support 2 [g mol-1],Name of Support 3,MW Support 3 [g mol-1],Total MW of Support [g mol-1], Promoter 1,Promoter 1 loading [wt.%],Promoter 2,Promoter 2 loading [wt.%],Calcination Temperature [K],Calcination duration [h],SBET [m2 g-1],H2/CO2 [-],GHSV [cm3 h-1 gcat-1],Catalyst amount [g],Pressure [Mpa],Temperature [K],STY [mgh-1 g-1],
Cu,36.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,1,0,0,673,4,127,3,15000,0.2,3,573,326.4,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,19.4,138,ZnO,81.38,0,0,0,0,81.38,Pd,1.3,0,0,673,4,127,3,15000,0.2,3,573,326.4,https://doi.org/10.1016/j.apcatb.2013.05.019
In2O3,99,144,0,0,0,0,0,0,0,Ir,1.01,0,0,623,3,106,4,21000,0.2,5,573,326,https://doi.org/10.1021/acscatal.0c05628
Cu,59,138,ZnO,81.38,AlOOH,59.9,0,0,141.28,0,0,0,0,623,2,88.2,3,8000,1.2,5,523,325.6,DOI: 10.1007/s11814-017-0230-y
In2O3,90.21,144,0,0,0,0,0,0,0,Pd,9.79,0,0,573,3,112,4,24000,0.1,5,553,324.64,https://doi.org/10.1038/s41467-019-11349-9
Cu,5.65,138,ZnO,81.38,ZrO2,123.22,SBA-15,60,264.6,0,0,0,0,623,3,441,3,44000,0.45,3,523,324.3,https://doi.org/10.1016/j.apcatb.2019.117941
Cu,36.2,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,2,0,0,673,4,109,3,15000,0.2,3,573,324.16,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,2.7,0,0,673,4,109,3,15000,0.2,3,573,324.16,https://doi.org/10.1016/j.apcatb.2013.05.019
In2O3,9,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,573,3,82,4,26000,0.3,5,573,322.28,https://doi.org/10.1002/anie.201600943
Cu,21.6,138,ZrO2,123.22,0,0,0,0,123.22,In,0.86,0,0,723,4,160,3,18000,0.2,3,533,321.38,https://doi.org/10.1016/j.apcata.2020.117805
In2O3,89.2,144,0,0,0,0,0,0,0,Ir,10.8,0,0,723,3,68,4,21000,0.2,5,523,321.28,https://doi.org/10.1021/acscatal.0c05628
Cu,35.6,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,6,0,0,673,4,102,3,15000,0.2,6,483,320,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,35.6,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,6,0,0,673,4,102,3,15000,0.2,6,483,320,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,4.7,138,ZnO,81.38,SiO2,60.08,0,0,141.46,Ga ,1.5,0,0,673,4,102,3,15000,0.2,6,483,320,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,15000,0.2,3,553,318.57,https://doi.org/10.1002/aic.16490
Cu,35.6,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,6,0,0,673,4,102,3,15000,0.2,3,573,316.8,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,29,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,673,4,79,3,4800,0.5,5,513,314,https://doi.org/10.1016/j.cattod.2015.09.028
Cu,22.5,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,163,3,18000,0.2,3,533,313.33,https://doi.org/10.1016/j.apcata.2020.117805
In2O3,89.93,144,0,0,0,0,0,0,0,Ni,10.07,0,0,573,3,72,4,24000,0.1,5,553,312.49,https://doi.org/10.1038/s41467-021-22224-x
Cu,61,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,600,3.5,139,10,15000,1,5,503,312,https://doi.org/10.1016/j.apcata.2014.05.034
In2O3,82,144,0,0,0,0,0,0,0,Pt,18,0,0,723,3,63.8,4,21000,0.2,5,523,311.62,https://doi.org/10.1039/D0GC01597K
Cu,50,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Graphene ,5,0,0,623,6,113.3,3,12000,0.5,3,523,310.62,https://doi.org/10.1155/2014/690514
In2O3,100,144,0,0,0,0,0,0,0,0,2.5,0,0,723,3,73,4,21000,0.1,5,573,305.04,https://doi.org/10.1016/j.jechem.2020.03.083
Cu,44.5,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Graphene ,15,0,0,623,6,186.3,3,12000,0.5,3,523,304.16,https://doi.org/10.1155/2014/690514
Cu,20.8,138,ZrO2,123.22,0,0,0,0,123.22,In,6.27,0,0,723,4,135,3,18000,0.2,3,533,302.61,https://doi.org/10.1016/j.apcata.2020.117805
Cu,22,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,623,3,26.3,3,12000,1,3,513,300,https://doi.org/10.1039/C9RA00658C
In2O3,99.42,144,0,0,0,0,0,0,0,Pt,0.58,0,0,723,3,87.3,3,24000,0.1,2,573,297.94,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,22.1,138,ZrO2,123.22,0,0,0,0,123.22,In,3.11,0,0,723,4,152,3,18000,0.2,3,513,296.51,https://doi.org/10.1016/j.apcata.2020.117805
In2O3,99.66,144,0,0,0,0,0,0,0,Pt,0.34,0,0,723,3,87.6,3,24000,0.1,2,573,296.31,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,44.7,138,ZnO,81.38,CeO2,172.12,TiO2,79.86,333.36,0,0,0,0,873,2,131.2,3,7500,0.2,3,533,296,https://doi.org/10.1016/j.apcata.2019.05.019
Cu,35.6,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,6,0,0,873,2,131.2,3,7500,0.2,3,533,296,https://doi.org/10.1016/j.apcata.2019.05.019
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,3.5,573,294.27,DOI: 10.1126/sciadv.abi6012
In2O3,99.06,144,0,0,0,0,0,0,0,Ni,0.94,0,0,573,3,142,4,24000,0.1,5,553,291.86,https://doi.org/10.1038/s41467-021-22224-x
In2O3,99.69,144,0,0,0,0,0,0,0,Pd,0.31,0,0,573,3,147,4,24000,0.1,5,553,291.64,https://doi.org/10.1038/s41467-019-11349-9
Cu,45.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,673,5,83.3,3,4482.8,1,3,503,290.24,https://doi.org/10.1016/j.catcom.2014.05.014
Cu,33.1,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,34.1,0,0,773,4,98,3,10000,0.6,5,503,290,https://doi.org/10.1039/C5CY00372E
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,6000,0.3,3,513,289.51,https://doi.org/10.1016/j.fuel.2015.03.052
In2O3,97.5,144,0,0,0,0,0,0,0,Pt,2.5,0,0,723,3,64.5,3,24000,0.1,2,573,288.94,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,35.6,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,6,0,0,673,4,102,3,15000,0.2,4,483,288,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,54,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,In,17,0,0,693,3,63,8,6000,1,5,523,287.6,https://doi.org/10.1016/j.mcat.2020.110776
Cu,44.7,138,ZnO,81.38,CeO2,172.12,TiO2,79.86,333.36,0,0,0,0,873,2,131.2,3,7500,0.2,3,513,286.72,https://doi.org/10.1016/j.apcata.2019.05.019
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,12500,0.2,3,553,286.02,https://doi.org/10.1002/aic.16490
Cu,22,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,673,3,20.4,3,14800,0.5,6,513,284.16,https://doi.org/10.1006/jcat.2002.3677
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,112,3,9000,1,5,593,283.98,DOI: 10.1126/sciadv.aaz2060
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,1.7,0,0,723,4,62.5,3,7200,0.5,3,483,283.61,https://doi.org/10.1021/acsami.1c05586
In2O3,1.7,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,62.5,3,7200,0.5,3,483,283.61,https://doi.org/10.1021/acsami.1c05586
Cu,40,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,8.3,0,0,773,4,108,3,10000,0.6,3,503,283.15,https://doi.org/10.1039/C5CY00372E
Cu,45.98,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,La,5,0,0,673,5,72.5,3,2241.4,1,3,483,277.98,https://doi.org/10.1016/j.catcom.2014.05.014
Pd,4,131,TiO2,79.86,SiO2,60.08,0,0,139.94,0,0,0,0,673,4,251,3,5400,0.1,0.1,673,271.44,https://doi.org/10.1016/j.mcat.2021.111732
In2O3,4.9,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,773,3,118,4,24000,0.1,5,553,270,https://doi.org/10.1021/acscatal.9b03305
In2O3,69.26,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,773,3,118,4,24000,0.1,5,553,270,https://doi.org/10.1021/acscatal.9b03305
In2O3,97.72,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,773,3,118,4,24000,0.1,5,553,270,https://doi.org/10.1021/acscatal.9b03305
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,13500,1,5,573,269.42,DOI: 10.1126/sciadv.aaz2060
Cu,36.2,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,2,0,0,673,4,109,3,15000,0.2,3,483,269.12,https://doi.org/10.1016/j.apcatb.2013.05.019
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,9000,1,5,593,268.65,DOI: 10.1126/sciadv.aaz2060
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,1.7,0,0,723,4,62.5,3,7200,0.5,3,533,268.61,https://doi.org/10.1021/acsami.1c05586
In2O3,1.7,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,62.5,3,7200,0.5,3,533,268.61,https://doi.org/10.1021/acsami.1c05586
In2O3,9.1,144,ZrO2,123.22,0,0,0,0,123.22,Y,1.5,0,0,573,2,84,4,52000,0.15,0.4,558,267.46,https://doi.org/10.1016/j.apcata.2019.117144
In2O3,99.67,144,0,0,0,0,0,0,0,Ag,0.58,0,0,623,3,89.34,4,21000,0.2,5,548,263.84,https://doi.org/10.1016/j.gee.2021.05.004
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,593,263.44,https://doi.org/10.1021/acscatal.5b00682
Cu,26.5,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,162,3,8800,0.5,3,513,263.34,https://doi.org/10.1016/j.cattod.2011.04.038
In2O3,10.1,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,573,2,87,4,52000,0.15,0.4,543,263.12,https://doi.org/10.1016/j.apcata.2019.117144
Cu,61.2,138,AlCeO,215.1,0,0,0,0,215.1,0,0,0,0,673,2,80,3,14400,0.4,3,553,262.4,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,44.7,138,ZnO,81.38,CeO2,172.12,TiO2,79.86,333.36,0,0,0,0,873,2,131.2,3,7500,0.2,3,553,261.76,https://doi.org/10.1016/j.apcata.2019.05.019
In2O3,94,144,0,0,0,0,0,0,0,Ni,6,0,0,623,3,54,3,60000,0.05,3,523,260,https://doi.org/10.1021/acscatal.1c03170
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,2.7,0,0,873,2,20,3,18000,0.5,2,543,259.46,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,21.6,138,ZrO2,123.22,0,0,0,0,123.22,In,0.86,0,0,723,4,160,3,18000,0.2,3,513,257.3,https://doi.org/10.1016/j.apcata.2020.117805
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,573,256.92,https://doi.org/10.1021/acscatal.5b00682
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,12000,0.3,3,493,256.62,https://doi.org/10.1016/j.fuel.2015.03.052
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,4,523,256.41,DOI: 10.1126/sciadv.abi6012
Cu,36.5,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Ga ,1,0,0,673,4,127,3,15000,0.2,3,483,256,https://doi.org/10.1016/j.apcatb.2013.05.019
Cu,52,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,6,110.8,3,6000,0.5,5,513,255.42,https://doi.org/10.1016/S1872-2067(10)60256-2
Cu,8.4,138,CNT,0,0,0,0,0,0,In,7,0,0,773,5,134.6,3,15000,0.2,3,553,254.94,https://doi.org/10.1002/aic.16490
In2O3,99.26,144,0,0,0,0,0,0,0,Pt,0.74,0,0,573,3,150,4,24000,0.1,5,553,254.22,https://doi.org/10.1038/s41467-019-11349-9
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,10000,0.2,3,553,251.99,https://doi.org/10.1002/aic.16490
In2O3,99,144,0,0,0,0,0,0,0,Pd,1,0,0,673,4,68,8,6000,1,5,523,250.87,https://doi.org/10.1016/j.mcat.2020.110776
Cu,10.13,138,ZnO,81.38,ZrO2,123.22,SBA-15,60,264.6,0,0,0,0,623,3,325,3,44000,0.45,3,523,250.2,https://doi.org/10.1016/j.apcatb.2019.117941
Cu,42,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,773,4,39,3,10000,0.6,5,503,250,https://doi.org/10.1039/C5CY00372E
In2O3,87.11,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,773,3,77,4,24000,0.1,5,553,250,https://doi.org/10.1039/C5CY00372E
Cu,5.4,138,ZnO,81.38,0,0,0,0,81.38,Ga ,2.5,0,0,873,2,10,3,18000,0.5,2,523,247.17,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,4.7,138,SiO2,60.08,0,0,0,0,60.08,Zn,2.6,Ga,1.7,873,2,157,3,18000,0.5,2,533,246.27,https://doi.org/10.1016/S0926-3373(00)00205-8
Cu,46.8,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,673,4,39.5,3,23800,0.5,4,473,243.84,https://doi.org/10.1006/jcat.2002.3676
Cu,22.5,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,163,3,18000,0.2,3,513,243.56,https://doi.org/10.1016/j.apcata.2020.117805
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,1.7,0,0,723,4,62.5,3,7200,0.5,3,573,243.42,https://doi.org/10.1021/acsami.1c05586
In2O3,1.7,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,62.5,3,7200,0.5,3,573,243.42,https://doi.org/10.1021/acsami.1c05586
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,0.46,0,0,723,4,66.8,3,7200,0.5,3,483,242.06,https://doi.org/10.1021/acsami.1c05586
In2O3,0.46,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,66.8,3,7200,0.5,3,483,242.06,https://doi.org/10.1021/acsami.1c05586
In2O3,9.9,144,ZrO2,123.22,0,0,0,0,123.22,La,3.4,0,0,573,2,84,4,52000,0.15,0.4,543,240.36,https://doi.org/10.1016/j.apcata.2019.117144
Cu,58.1,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,673,2,52,3,14400,0.4,3,533,240,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,8.1,138,SBA-15,60,0,0,0,0,60,La ,4.2,0,0,673,2,52,3,14400,0.4,3,533,240,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,45.98,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,La,5,0,0,673,5,72.5,3,2241.4,1,3,523,237.62,https://doi.org/10.1016/j.catcom.2014.05.014
Cu,20.8,138,ZrO2,123.22,0,0,0,0,123.22,In,6.27,0,0,723,4,135,3,18000,0.2,3,513,237.2,https://doi.org/10.1016/j.apcata.2020.117805
In2O3,8.4,144,ZrO2,123.22,0,0,0,0,123.22,Y,2.3,0,0,573,2,84,4,52000,0.15,0.4,558,234.94,https://doi.org/10.1016/j.apcata.2019.117144
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,3,573,234.29,DOI: 10.1126/sciadv.abi6012
In2O3,94.3,144,0,0,0,0,0,0,0,Ir,5.67,0,0,723,3,68,4,21000,0.2,5,523,234.18,https://doi.org/10.1021/acscatal.0c05628
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,5,60,3,11250,1,5,573,233.61,DOI: 10.1126/sciadv.aaz2060
Cu,44.935,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,Nd,5,0,0,673,5,67.4,3,2241.4,1,3,503,233.28,https://doi.org/10.1016/j.catcom.2014.05.014
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,12000,0.3,3,513,231.41,https://doi.org/10.1016/j.fuel.2015.03.052
Cu,14.6,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,252,3,6000,0.4,4,493,230.45,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,58.1,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,673,2,52,3,14400,0.4,3,553,230.4,https://doi.org/10.1016/j.cattod.2019.01.015
Cu,26.5,138,ZnO,81.38,ZrO2,123.22,CeO2,172.12,376.72,0,0,0,0,623,4,162,3,8800,0.5,3,493,230.25,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,8.9,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,673,4,44,4,30000,0.2,5,573,229.94,https://doi.org/10.1016/j.jcat.2019.11.017
Cu,60,138,ZnO,81.38,0,0,0,0,81.38,0,0,0,0,723,2,22.4,3,12000,0.3,3,533,229.81,https://doi.org/10.1016/j.fuel.2015.03.052
Cu,52,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,6,110.8,3,6000,0.5,5,493,226.61,https://doi.org/10.1016/S1872-2067(10)60256-2
Cu,5.6,138,ZnO,81.38,0,0,0,0,81.38,Ga ,2.7,0,0,873,2,20,3,18000,0.5,2,533,225.57,https://doi.org/10.1016/S0926-3373(01)00203-X
Cu,22.1,138,ZrO2,123.22,0,0,0,0,123.22,In,3.11,0,0,723,4,152,3,18000,0.2,3,493,224.73,https://doi.org/10.1016/j.apcata.2020.117805
Cu,4.7,138,SiO2,60.08,0,0,0,0,60.08,Zn,2.6,Ga,1.7,873,2,157,3,18000,0.5,2,523,224.61,https://doi.org/10.1016/S0926-3373(00)00205-8
Cu,14.6,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,252,3,6000,0.4,4,513,223.88,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,33.1,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Y,34.1,0,0,773,4,98,3,10000,0.6,3,503,223.53,https://doi.org/10.1039/C5CY00372E
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,773,3,62,4,24000,0.1,5,553,220,https://doi.org/10.1021/acscatal.9b03305
Cu,52,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,6,110.8,3,6000,0.5,5,533,219.75,https://doi.org/10.1016/S1872-2067(10)60256-2
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,0.46,0,0,723,4,66.8,3,7200,0.5,3,533,219.26,https://doi.org/10.1021/acsami.1c05586
In2O3,0.46,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,66.8,3,7200,0.5,3,533,219.26,https://doi.org/10.1021/acsami.1c05586
Cu,45,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,Pd,3.7,0,0,673,4,31.8,3,23800,0.5,4,473,216.64,https://doi.org/10.1006/jcat.2002.3676
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,72.9,4,21000,0.2,5,548,215.47,https://doi.org/10.1016/j.cattod.2020.05.020
Cu,40,138,ZnO,81.38,AlOOH,59.9,0,0,141.28,0,0,0,0,623,2,96.9,3,8000,1.2,3,523,214.7,DOI: 10.1007/s11814-017-0230-y
In2O3,99.75,144,0,0,0,0,0,0,0,Pd,0.25,0,0,573,3,127,4,24000,0.1,5,553,214.23,https://doi.org/10.1038/s41467-019-11349-9
Cu,33.6,138,ZnO,81.38,Al2O3,101.96,ZrO2,123.22,306.56,0,0,0,0,823,5,90.66,3,5760,4,3,523,213.91,https://doi.org/10.1016/j.jcat.2019.09.025
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,3,573,213.68,https://doi.org/10.1002/aic.16490
Cu,10.7,138,SiO2,60.08,0,0,0,0,60.08,0,0,0,0,823,5,400.7,4,16000,0.3,3,553,211.77,https://doi.org/10.1021/acscatal.5b00682
In2O3,90.3,144,0,0,0,0,0,0,0,Ni,0.58,0,0,623,3,97,4,21000,0.1,5,523,211.22,https://doi.org/10.1016/j.jechem.2020.03.083
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,3,553,210.32,https://doi.org/10.1002/aic.16490
Cu,7.7,138,CNT,12,0,0,0,0,12,In,6.4,0,0,773,5,161.6,3,7500,0.2,3,553,209.89,https://doi.org/10.1002/aic.16490
Cu,44.1,138,ZnO,81.38,CeO2,172.12,P25,248,501.5,0,0,0,0,873,2,94.6,3,7500,0.2,3,533,209.6,https://doi.org/10.1016/j.apcata.2019.05.019
Cu,32,138,ZnO,81.38,AlOOH,59.9,0,0,141.28,0,0,0,0,623,2,104.3,3,8000,1.2,3,523,208.9,DOI: 10.1007/s11814-017-0230-y
In2O3,99.97,144,0,0,0,0,0,0,0,Pt,0.03,0,0,723,3,86.1,3,24000,0.1,2,573,208.64,https://doi.org/10.1016/j.jcat.2020.06.018
Cu,4.7,138,CeO2,172.12,0,0,0,0,172.12,In,0.46,0,0,723,4,66.8,3,7200,0.5,3,573,208.47,https://doi.org/10.1021/acsami.1c05586
In2O3,0.46,144,CeO2,172.12,0,0,0,0,172.12,Cu,4.7,0,0,723,4,66.8,3,7200,0.5,3,573,208.47,https://doi.org/10.1021/acsami.1c05586
Cu,44.1,138,ZnO,81.38,CeO2,172.12,P25,248,501.5,0,0,0,0,873,2,94.6,3,7500,0.2,3,513,208.32,https://doi.org/10.1016/j.apcata.2019.05.019
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,723,3,65.8,4,21000,0.2,5,548,208.19,https://doi.org/10.1039/D0GC01597K
Cu,47.26,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.58,0,0,623,3,18.2,3,10800,0.2,4.5,543,207,https://doi.org/10.1016/j.jcat.2017.12.029
Cu,33.6,138,ZnO,81.38,Al2O3,101.96,ZrO2,123.22,306.56,0,0,0,0,623,5,98.24,3,5760,4,3,523,205.81,https://doi.org/10.1016/j.jcat.2019.09.025
In2O3,16.5,144,ZrO2,123.22,0,0,0,0,123.22,Ni,25.4,Carbon,0.86,623,2,10,3,12000,0.5,2.5,573,205.33,DOI: 10.1126/sciadv.abi6012
In2O3,8.4,144,ZrO2,123.22,0,0,0,0,123.22,Y,2.9,0,0,573,2,88,4,52000,0.15,0.4,558,205.13,https://doi.org/10.1016/j.apcata.2019.117144
Cu,8.4,138,CNT,12,0,0,0,0,12,In,7,0,0,773,5,134.6,3,12500,0.2,3,553,203.63,https://doi.org/10.1002/aic.16490
Cu,52.5,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,6,40.9,3,12000,0.5,3,523,202.91,https://doi.org/10.1155/2014/690514
In2O3,100,144,0,0,0,0,0,0,0,0,0.03,0,0,723,3,82.81,4,21000,0.2,5,548,202.65,https://doi.org/10.1016/j.gee.2021.05.004
Cu,19.4,138,ZnO,81.38,0,0,0,0,81.38,Pd,1.3,0,0,673,3,24.6,3,14800,0.5,6,493,202.56,https://doi.org/10.1006/jcat.2002.3677
Cu,57,138,ZnO,81.38,Al2O3,101.96,0,0,183.34,0,0,0,0,623,2,99.9,3,8000,1.2,3,523,202.5,DOI: 10.1007/s11814-017-0230-y
Cu,21.6,138,ZrO2,123.22,0,0,0,0,123.22,In,0.86,0,0,723,4,160,3,18000,0.2,3,493,202.28,https://doi.org/10.1016/j.apcata.2020.117805
Cu,35,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,723,4,68.4,3,7500,0.5,3,553,200.68,https://doi.org/10.1016/j.jechem.2019.03.001
In2O3,16.4,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,36.8,3,21600,0.5,4,598,200,https://doi.org/10.1002/ente.201800747
Cu,8.1,138,SBA-15,60,0,0,0,0,60,La ,4.2,0,0,973,4,470.3,3,12000,0.05,3,533,199,https://doi.org/10.1016/j.apcatb.2019.03.059
Cu,14.3,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,199,3,6000,0.4,4,493,198.67,https://doi.org/10.1016/j.apcata.2018.12.008
Cu,47.26,138,ZnO,81.38,0,0,0,0,81.38,Pd ,0.58,0,0,623,3,18.2,3,10800,0.2,4.5,563,197,https://doi.org/10.1016/j.jcat.2017.12.029
In2O3,100,144,0,0,0,0,0,0,0,0,0,0,0,573,3,113,4,26000,0.3,5,573,196.78,https://doi.org/10.1002/anie.201600943
Cu,28,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,0,0,0,623,4,174,3,8800,0.5,3,513,195.86,https://doi.org/10.1016/j.cattod.2011.04.038
Cu,45.5507,138,ZnO,81.38,ZrO2,123.22,0,0,204.6,0,5.3,0,0,673,5,74.1,3,4482.8,1,3,503,195.2,https://doi.org/10.1016/j.catcom.2014.05.014
Cu,22.5,138,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,723,4,163,3,18000,0.2,3,493,193.57,https://doi.org/10.1016/j.apcata.2020.117805
In2O3,9,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,573,3,82,4,26000,0.3,5,543,193.13,https://doi.org/10.1002/anie.201600943
Cu,14.3,138,Al2O3,101.96,CeO2,172.12,0,0,274.08,0,0,0,0,873,4,199,3,6000,0.4,4,513,192.72,https://doi.org/10.1016/j.apcata.2018.12.008
In2O3,42.89,144,ZrO2,123.22,0,0,0,0,123.22,0,0,0,0,623,3,30.4,3,21600,0.5,4,623,190,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,12.3,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,30.4,3,21600,0.5,4,623,190,https://doi.org/10.1016/j.jtice.2017.06.049
In2O3,16.4,144,Al2O3,101.96,0,0,0,0,101.96,0,0,0,0,623,3,30.4,3,21600,0.5,4,623,190,https://doi.org/10.1016/j.jtice.2017.06.049
Cu,58.1,138,CeO2,172.12,0,0,0,0,172.12,0,0,0,0,673,2,52,3,14400,0.4,3,513,188.8,https://doi.org/10.1016/j.cattod.2019.01.015
